fhlA	hypE	1
fhlA	hydN	1
fhlA	fdhF	1
fhlA	hyfB	1
fhlA	hyfR	1
fhlA	hyfJ	1
fhlA	hyfH	1
fhlA	hyfC	1
fhlA	focB	1
fhlA	hyfD	1
fhlA	hyfG	1
fhlA	hyfI	1
fhlA	hyfA	1
fhlA	hyfE	1
fhlA	hyfF	1
fhlA	hypC	1
fhlA	hypB	1
fhlA	hypD	1
fhlA	hypA	1
fhlA	hycG	1
fhlA	hycI	1
fhlA	hycE	1
fhlA	hycF	1
fhlA	hycH	1
fhlA	hycA	1
fhlA	hycC	1
fhlA	hycD	1
fhlA	hycB	1
hyfR	hyfB	1
hyfR	hyfJ	1
hyfR	hyfH	1
hyfR	hyfC	1
hyfR	focB	1
hyfR	hyfD	1
hyfR	hyfG	1
hyfR	hyfI	1
hyfR	hyfA	1
hyfR	hyfE	1
hyfR	hyfF	1
fnr	hypE	1
fnr	fhlA	1
fnr	fdhF	1
fnr	hyfB	1
fnr	hyfR	1
fnr	hyfJ	1
fnr	hyfH	1
fnr	hyfC	1
fnr	focB	1
fnr	hyfD	1
fnr	hyfG	1
fnr	hyfI	1
fnr	hyfA	1
fnr	hyfE	1
fnr	hyfF	1
fnr	hypC	1
fnr	hypB	1
fnr	hypD	1
fnr	ompX	1
fnr	ysgA	1
fnr	trmD	1
fnr	bcsB	1
fnr	scpB	1
fnr	ydeJ	1
fnr	cheZ	1
fnr	ychO	1
fnr	upp	1
fnr	yqjI	1
fnr	cheY	1
fnr	rplM	1
fnr	rimM	1
fnr	argK	1
fnr	uraA	1
fnr	cheR	1
fnr	rpsI	1
fnr	xdhA	1
fnr	pitA	1
fnr	tar	1
fnr	cheB	1
fnr	pepT	1
fnr	rpsP	1
fnr	rplS	1
fnr	xdhB	1
fnr	bcsZ	1
fnr	ompW	1
fnr	tap	1
fnr	scpC	1
fnr	xdhC	1
fnr	scpA	1
fnr	iraD	1
fnr	nrdG	1
fnr	iraM	1
fnr	dcuC	1
fnr	ybdN	1
fnr	acrF	1
fnr	rplW	1
fnr	emrY	1
fnr	ycaC	1
fnr	acrE	1
fnr	tpx	1
fnr	rpsJ	1
fnr	rplP	1
fnr	nrdD	1
fnr	feoB	1
fnr	ygbA	1
fnr	rpsC	1
fnr	ynfG	1
fnr	feoA	1
fnr	rplT	1
fnr	pheM	1
fnr	hcr	1
fnr	hmp	1
fnr	hcp	1
fnr	ytfE	1
fnr	aceE	1
fnr	narX	1
fnr	moaB	1
fnr	moaE	1
fnr	moaC	1
fnr	moaA	1
fnr	moaD	1
fnr	aceF	1
fnr	ccmA	1
fnr	ccmB	1
nrdR	nrdG	1
nrdR	nrdD	1
nsrR	hypE	1
nsrR	fhlA	1
nsrR	hypC	1
nsrR	hypB	1
nsrR	hypD	1
nsrR	ygbA	1
nsrR	rplT	1
nsrR	pheM	1
nsrR	hcr	1
nsrR	hmp	1
nsrR	hcp	1
nsrR	ytfE	1
nsrR	hypA	1
nsrR	hycG	1
nsrR	hycI	1
nsrR	aceE	1
nsrR	hycE	1
nsrR	hycF	1
nsrR	hycH	1
nsrR	hycA	1
nsrR	hycC	1
nsrR	hycD	1
nsrR	hycB	1
nsrR	aceF	1
modE	hycG	1
modE	hycI	1
modE	hycE	1
modE	hycF	1
modE	hycH	1
modE	hycA	1
modE	hycC	1
modE	hycD	1
modE	hycB	1
modE	narX	1
modE	moaB	1
modE	moaE	1
modE	moaC	1
modE	moaA	1
modE	moaD	1
modE	ccmA	1
modE	ccmB	1
cueR	moaB	1
cueR	moaE	1
cueR	moaC	1
cueR	moaA	1
cueR	moaD	1
hypE	fhlA	0
hypE	hydN	0
hypE	fdhF	0
hypE	hyfB	0
hypE	hyfR	0
hypE	hyfJ	0
hypE	hyfH	0
hypE	hyfC	0
hypE	focB	0
hypE	hyfD	0
hypE	hyfG	0
hypE	hyfI	0
hypE	fnr	0
hypE	hyfA	0
hypE	hyfE	0
hypE	hyfF	0
hypE	hypC	0
hypE	hypB	0
hypE	hypD	0
hypE	ompX	0
hypE	ysgA	0
hypE	trmD	0
hypE	bcsB	0
hypE	scpB	0
hypE	ydeJ	0
hypE	cheZ	0
hypE	ychO	0
hypE	upp	0
hypE	yqjI	0
hypE	cheY	0
hypE	rplM	0
hypE	rimM	0
hypE	argK	0
hypE	uraA	0
hypE	cheR	0
hypE	rpsI	0
hypE	xdhA	0
hypE	pitA	0
hypE	tar	0
hypE	cheB	0
hypE	pepT	0
hypE	rpsP	0
hypE	rplS	0
hypE	xdhB	0
hypE	bcsZ	0
hypE	ompW	0
hypE	tap	0
hypE	scpC	0
hypE	xdhC	0
hypE	scpA	0
hypE	iraD	0
hypE	nrdG	0
hypE	iraM	0
hypE	dcuC	0
hypE	ybdN	0
hypE	acrF	0
hypE	rplW	0
hypE	emrY	0
hypE	ycaC	0
hypE	acrE	0
hypE	tpx	0
hypE	rpsJ	0
hypE	rplP	0
hypE	nrdD	0
hypE	nrdR	0
hypE	feoB	0
hypE	ygbA	0
hypE	rpsC	0
hypE	ynfG	0
hypE	feoA	0
hypE	rplT	0
hypE	nsrR	0
hypE	pheM	0
hypE	hcr	0
hypE	hmp	0
hypE	hcp	0
hypE	ytfE	0
hypE	hypA	0
hypE	hycG	0
hypE	hycI	0
hypE	aceE	0
hypE	hycE	0
hypE	hycF	0
hypE	hycH	0
hypE	hycA	0
hypE	modE	0
hypE	hycC	0
hypE	hycD	0
hypE	hycB	0
hypE	narX	0
hypE	moaB	0
hypE	moaE	0
hypE	moaC	0
hypE	cueR	0
hypE	moaA	0
hypE	moaD	0
hypE	aceF	0
hypE	ccmA	0
hypE	ccmB	0
fhlA	fnr	0
fhlA	ompX	0
fhlA	ysgA	0
fhlA	trmD	0
fhlA	bcsB	0
fhlA	scpB	0
fhlA	ydeJ	0
fhlA	cheZ	0
fhlA	ychO	0
fhlA	upp	0
fhlA	yqjI	0
fhlA	cheY	0
fhlA	rplM	0
fhlA	rimM	0
fhlA	argK	0
fhlA	uraA	0
fhlA	cheR	0
fhlA	rpsI	0
fhlA	xdhA	0
fhlA	pitA	0
fhlA	tar	0
fhlA	cheB	0
fhlA	pepT	0
fhlA	rpsP	0
fhlA	rplS	0
fhlA	xdhB	0
fhlA	bcsZ	0
fhlA	ompW	0
fhlA	tap	0
fhlA	scpC	0
fhlA	xdhC	0
fhlA	scpA	0
fhlA	iraD	0
fhlA	nrdG	0
fhlA	iraM	0
fhlA	dcuC	0
fhlA	ybdN	0
fhlA	acrF	0
fhlA	rplW	0
fhlA	emrY	0
fhlA	ycaC	0
fhlA	acrE	0
fhlA	tpx	0
fhlA	rpsJ	0
fhlA	rplP	0
fhlA	nrdD	0
fhlA	nrdR	0
fhlA	feoB	0
fhlA	ygbA	0
fhlA	rpsC	0
fhlA	ynfG	0
fhlA	feoA	0
fhlA	rplT	0
fhlA	nsrR	0
fhlA	pheM	0
fhlA	hcr	0
fhlA	hmp	0
fhlA	hcp	0
fhlA	ytfE	0
fhlA	aceE	0
fhlA	modE	0
fhlA	narX	0
fhlA	moaB	0
fhlA	moaE	0
fhlA	moaC	0
fhlA	cueR	0
fhlA	moaA	0
fhlA	moaD	0
fhlA	aceF	0
fhlA	ccmA	0
fhlA	ccmB	0
hydN	hypE	0
hydN	fhlA	0
hydN	fdhF	0
hydN	hyfB	0
hydN	hyfR	0
hydN	hyfJ	0
hydN	hyfH	0
hydN	hyfC	0
hydN	focB	0
hydN	hyfD	0
hydN	hyfG	0
hydN	hyfI	0
hydN	fnr	0
hydN	hyfA	0
hydN	hyfE	0
hydN	hyfF	0
hydN	hypC	0
hydN	hypB	0
hydN	hypD	0
hydN	ompX	0
hydN	ysgA	0
hydN	trmD	0
hydN	bcsB	0
hydN	scpB	0
hydN	ydeJ	0
hydN	cheZ	0
hydN	ychO	0
hydN	upp	0
hydN	yqjI	0
hydN	cheY	0
hydN	rplM	0
hydN	rimM	0
hydN	argK	0
hydN	uraA	0
hydN	cheR	0
hydN	rpsI	0
hydN	xdhA	0
hydN	pitA	0
hydN	tar	0
hydN	cheB	0
hydN	pepT	0
hydN	rpsP	0
hydN	rplS	0
hydN	xdhB	0
hydN	bcsZ	0
hydN	ompW	0
hydN	tap	0
hydN	scpC	0
hydN	xdhC	0
hydN	scpA	0
hydN	iraD	0
hydN	nrdG	0
hydN	iraM	0
hydN	dcuC	0
hydN	ybdN	0
hydN	acrF	0
hydN	rplW	0
hydN	emrY	0
hydN	ycaC	0
hydN	acrE	0
hydN	tpx	0
hydN	rpsJ	0
hydN	rplP	0
hydN	nrdD	0
hydN	nrdR	0
