lexA	umuC	1
lexA	polB	1
lexA	uvrA	1
lexA	uvrC	1
lexA	yafQ	1
lexA	insK	1
lexA	hokE	1
lexA	ruvA	1
lexA	murD	1
lexA	uvrB	1
lexA	ybfE	1
lexA	recA	1
lexA	yafO	1
lexA	dinD	1
lexA	yafN	1
lexA	dinF	1
lexA	uvrY	1
lexA	dinG	1
lexA	murC	1
lexA	ydjM	1
lexA	murE	1
lexA	ftsK	1
lexA	murG	1
lexA	rpsU	1
lexA	sbmC	1
lexA	phr	1
lexA	recX	1
lexA	ruvB	1
lexA	ftsL	1
lexA	cho	1
crp	sbmC	1
crp	caiT	1
crp	ykgR	1
crp	fucA	1
crp	sdhD	1
crp	galT	1
crp	nanA	1
crp	gltB	1
crp	lsrC	1
crp	tdcG	1
crp	lhgO	1
crp	glnG	1
crp	aceE	1
crp	tdcA	1
crp	fucU	1
crp	treB	1
crp	guaB	1
crp	rpoS	1
crp	gadX	1
crp	treC	1
crp	fadD	1
crp	sodA	1
crp	fiu	1
crp	uxaA	1
crp	mhpC	1
crp	mhpE	1
crp	bglG	1
crp	nirD	1
crp	dusB	1
crp	aceF	1
crp	prpR	1
crp	gltA	1
crp	idnD	1
crp	hyfC	1
crp	gadE	1
crp	chbC	1
crp	udp	1
crp	marA	1
fnr	caiT	1
fnr	sdhD	1
fnr	nuoB	1
fnr	gltB	1
fnr	tdcG	1
fnr	aceE	1
fnr	tdcA	1
fnr	moaA	1
fnr	ccmE	1
fnr	garK	1
fnr	ssuE	1
fnr	fdhF	1
fnr	moaD	1
fnr	gadX	1
fnr	sodA	1
fnr	rpsP	1
fnr	narJ	1
fnr	garR	1
fnr	uxaA	1
fnr	hcr	1
fnr	dppC	1
fnr	narK	1
fnr	nirD	1
fnr	upp	1
fnr	aceF	1
fnr	xdhB	1
fnr	tap	1
fnr	hyfC	1
fnr	nuoI	1
fnr	ndh	1
fnr	cheR	1
fnr	entF	1
fnr	rplD	1
glnG	hisM	1
glnG	astC	1
glnG	hisJ	1
tdcA	tdcG	1
gadX	rpoS	1
gadX	gadE	1
gadX	asnB	1
cdaR	garK	1
cdaR	garR	1
cdaR	gudD	1
purR	guaB	1
purR	codB	1
rstA	narJ	1
gadE	gltB	1
gadE	gadX	1
marA	sodA	1
umuC	lexA	0
umuC	polB	0
umuC	uvrA	0
umuC	uvrC	0
umuC	yafQ	0
umuC	insK	0
umuC	hokE	0
umuC	ruvA	0
umuC	murD	0
umuC	uvrB	0
umuC	ybfE	0
umuC	recA	0
umuC	yafO	0
umuC	dinD	0
umuC	yafN	0
umuC	dinF	0
umuC	uvrY	0
umuC	dinG	0
umuC	murC	0
umuC	ydjM	0
umuC	murE	0
umuC	ftsK	0
umuC	murG	0
umuC	rpsU	0
umuC	sbmC	0
umuC	crp	0
umuC	caiT	0
umuC	ykgR	0
umuC	fucA	0
umuC	sdhD	0
umuC	galT	0
umuC	fnr	0
umuC	nanA	0
umuC	nuoB	0
umuC	gltB	0
umuC	phr	0
umuC	lsrC	0
umuC	tdcG	0
umuC	recX	0
umuC	lhgO	0
umuC	glnG	0
umuC	hisM	0
umuC	aceE	0
umuC	astC	0
umuC	tdcA	0
umuC	moaA	0
umuC	fucU	0
umuC	ccmE	0
umuC	garK	0
umuC	treB	0
umuC	guaB	0
umuC	hisJ	0
umuC	ssuE	0
umuC	ruvB	0
umuC	fdhF	0
umuC	moaD	0
umuC	rpoS	0
umuC	gadX	0
umuC	treC	0
umuC	cdaR	0
umuC	fadD	0
umuC	sodA	0
umuC	rpsP	0
umuC	fiu	0
umuC	narJ	0
umuC	garR	0
umuC	uxaA	0
umuC	mhpC	0
umuC	mhpE	0
umuC	purR	0
umuC	hcr	0
umuC	dppC	0
umuC	bglG	0
umuC	narK	0
umuC	nirD	0
umuC	upp	0
umuC	dusB	0
umuC	codB	0
umuC	aceF	0
umuC	rstA	0
umuC	prpR	0
